seq_id,raw_uri,teams_uri,raw_prob,teams_prob,delta_teams_minus_raw
5578,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000693_seq5578.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000693_seq5578.png,0.14602120220661163,0.2654488980770111,0.11942769587039948
5581,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000697_seq5581.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000697_seq5581.png,0.08744152635335922,0.6054322719573975,0.5179907456040382
5624,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000701_seq5624.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000701_seq5624.png,0.10382258892059326,0.4399530291557312,0.33613044023513794
5627,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000699_seq5627.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000699_seq5627.png,0.1203237920999527,0.14781706035137177,0.027493268251419067
5662,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000705_seq5662.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000705_seq5662.png,0.09394080191850662,0.4125114679336548,0.31857066601514816
5664,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000703_seq5664.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000703_seq5664.png,0.09325595200061798,0.24608813226222992,0.15283218026161194
5690,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000709_seq5690.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000709_seq5690.png,0.11072599142789841,0.3835369050502777,0.2728109136223793
5693,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000707_seq5693.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000707_seq5693.png,0.1287243813276291,0.2775346040725708,0.1488102227449417
5717,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000713_seq5717.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000713_seq5717.png,0.10699846595525742,0.3624288737773895,0.2554304078221321
5720,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000711_seq5720.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000711_seq5720.png,0.10652650147676468,0.28521326184272766,0.17868676036596298
5740,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000717_seq5740.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000717_seq5740.png,0.09695925563573837,0.1367492526769638,0.03978999704122543
5742,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000715_seq5742.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000715_seq5742.png,0.10098931193351746,0.2195730209350586,0.11858370900154114
5750,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000719_seq5750.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000719_seq5750.png,0.08907915651798248,0.14453457295894623,0.055455416440963745
5767,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000721_seq5767.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000721_seq5767.png,0.16219082474708557,0.3212279677391052,0.15903714299201965
5776,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000725_seq5776.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000725_seq5776.png,0.10185448825359344,0.4881565272808075,0.38630203902721405
5780,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000723_seq5780.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000723_seq5780.png,0.1453772336244583,0.472687691450119,0.3273104578256607
5803,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000729_seq5803.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000729_seq5803.png,0.11435176432132721,0.6216480135917664,0.5072962492704391
5805,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000727_seq5805.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000727_seq5805.png,0.10078173875808716,0.44586703181266785,0.3450852930545807
5827,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000733_seq5827.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000733_seq5827.png,0.10658947378396988,0.14877738058567047,0.04218790680170059
5829,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000731_seq5829.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000731_seq5829.png,0.10370668768882751,0.20584571361541748,0.10213902592658997
5843,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000737_seq5843.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000737_seq5843.png,0.07416622340679169,0.11058338731527328,0.0364171639084816
5845,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000735_seq5845.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000735_seq5845.png,0.07925953716039658,0.2622229754924774,0.18296343833208084
5849,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000743_seq5849.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000743_seq5849.png,0.08192802220582962,0.11635641753673553,0.034428395330905914
5853,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000739_seq5853.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000739_seq5853.png,0.08763115108013153,0.14243999123573303,0.0548088401556015
5855,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000741_seq5855.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000741_seq5855.png,0.09432116895914078,0.2036321759223938,0.10931100696325302
5870,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000747_seq5870.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000747_seq5870.png,0.09101907908916473,0.18830369412899017,0.09728461503982544
5872,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000745_seq5872.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000745_seq5872.png,0.09808345884084702,0.24282850325107574,0.14474504441022873
5889,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000749_seq5889.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000749_seq5889.png,0.112248495221138,0.2279338240623474,0.11568532884120941
6022,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000787_seq6022.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000787_seq6022.png,0.11641591042280197,0.29440924525260925,0.17799333482980728
6024,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000785_seq6024.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000785_seq6024.png,0.15881885588169098,0.2602374255657196,0.10141856968402863
6040,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000789_seq6040.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000789_seq6040.png,0.11178436875343323,0.20044566690921783,0.0886612981557846
6047,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000791_seq6047.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000791_seq6047.png,0.2402181476354599,0.677277684211731,0.43705953657627106
6057,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000793_seq6057.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000793_seq6057.png,0.14313678443431854,0.39620742201805115,0.2530706375837326
6064,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000797_seq6064.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000797_seq6064.png,0.11302211880683899,0.3212571144104004,0.2082349956035614
6067,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000795_seq6067.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000795_seq6067.png,0.10117213428020477,0.40902677178382874,0.30785463750362396
6073,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000801_seq6073.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000801_seq6073.png,0.09870485961437225,0.13461214303970337,0.035907283425331116
6084,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000799_seq6084.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000799_seq6084.png,0.1363152265548706,0.137888103723526,0.0015728771686553955
6089,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000803_seq6089.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000803_seq6089.png,0.10190465301275253,0.26726433634757996,0.16535968333482742
6096,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000805_seq6096.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000805_seq6096.png,0.10654368996620178,0.24814675748348236,0.14160306751728058
6104,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000807_seq6104.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000807_seq6104.png,0.11159402132034302,0.12523584067821503,0.01364181935787201
6114,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000811_seq6114.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000811_seq6114.png,0.1262260377407074,0.4832824468612671,0.3570564091205597
6116,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000809_seq6116.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000809_seq6116.png,0.09505947679281235,0.2906186878681183,0.19555921107530594
6133,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000819_seq6133.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000819_seq6133.png,0.0934203565120697,0.46947064995765686,0.37605029344558716
6134,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000815_seq6134.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000815_seq6134.png,0.09971047937870026,0.43950358033180237,0.3397931009531021
6137,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000813_seq6137.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000813_seq6137.png,0.12778671085834503,0.4089866280555725,0.2811999171972275
6139,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000817_seq6139.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000817_seq6139.png,0.123846635222435,0.31405484676361084,0.19020821154117584
6155,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000821_seq6155.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000821_seq6155.png,0.09461894631385803,0.22292287647724152,0.12830393016338348
6165,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000823_seq6165.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000823_seq6165.png,0.10212088376283646,0.20377419888973236,0.1016533151268959
6173,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000825_seq6173.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000825_seq6173.png,0.12277457863092422,0.21525432169437408,0.09247974306344986
6185,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000829_seq6185.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000829_seq6185.png,0.14968101680278778,0.43341660499572754,0.28373558819293976
6187,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000827_seq6187.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000827_seq6187.png,0.15102003514766693,0.33869507908821106,0.18767504394054413
6204,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000833_seq6204.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000833_seq6204.png,0.28334692120552063,0.3103262782096863,0.02697935700416565
6207,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000831_seq6207.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000831_seq6207.png,0.19936920702457428,0.27358952164649963,0.07422031462192535
6237,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000835_seq6237.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000835_seq6237.png,0.2100801169872284,0.6340981721878052,0.4240180552005768
6254,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000839_seq6254.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000839_seq6254.png,0.10352811217308044,0.14531849324703217,0.04179038107395172
6256,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000837_seq6256.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000837_seq6256.png,0.10823492705821991,0.15679217875003815,0.04855725169181824
6291,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000843_seq6291.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000843_seq6291.png,0.14459744095802307,0.22795113921165466,0.08335369825363159
6293,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_000841_seq6293.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_000841_seq6293.png,0.22338412702083588,0.3752906322479248,0.15190650522708893
8332,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001103_seq8332.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001103_seq8332.png,0.2797282934188843,0.635645866394043,0.3559175729751587
8334,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001101_seq8334.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001101_seq8334.png,0.2614784240722656,0.5873478651046753,0.32586944103240967
8350,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001105_seq8350.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001105_seq8350.png,0.3247392475605011,0.6084965467453003,0.2837572991847992
8369,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001107_seq8369.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001107_seq8369.png,0.27347588539123535,0.4129393398761749,0.13946345448493958
8383,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001109_seq8383.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001109_seq8383.png,0.2652705907821655,0.5915296673774719,0.3262590765953064
8406,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001111_seq8406.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001111_seq8406.png,0.31675204634666443,0.39870426058769226,0.08195221424102783
8477,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001115_seq8477.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001115_seq8477.png,0.2716430127620697,0.6747938394546509,0.4031508266925812
8479,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001113_seq8479.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001113_seq8479.png,0.2716430127620697,0.4882969260215759,0.21665391325950623
8495,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001117_seq8495.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001117_seq8495.png,0.5939303636550903,0.6705225706100464,0.07659220695495605
8512,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001121_seq8512.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001121_seq8512.png,0.26896339654922485,0.43469464778900146,0.1657312512397766
8514,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001119_seq8514.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001119_seq8514.png,0.3045313060283661,0.6528046131134033,0.34827330708503723
8547,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001123_seq8547.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001123_seq8547.png,0.3107902407646179,0.5174196362495422,0.20662939548492432
8566,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001125_seq8566.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001125_seq8566.png,0.37469369173049927,0.6852255463600159,0.3105318546295166
8583,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001129_seq8583.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001129_seq8583.png,0.1706734597682953,0.5740452408790588,0.40337178111076355
8585,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001127_seq8585.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001127_seq8585.png,0.27453166246414185,0.6176759004592896,0.3431442379951477
8760,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001131_seq8760.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001131_seq8760.png,0.8249083161354065,0.7601138949394226,-0.06479442119598389
8778,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001133_seq8778.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001133_seq8778.png,0.77629554271698,0.7727833390235901,-0.0035122036933898926
8786,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001135_seq8786.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001135_seq8786.png,0.7559202313423157,0.8011797070503235,0.04525947570800781
8806,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001137_seq8806.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001137_seq8806.png,0.8285784721374512,0.7370129823684692,-0.09156548976898193
8815,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001139_seq8815.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001139_seq8815.png,0.8538239598274231,0.8406968712806702,-0.01312708854675293
8837,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001141_seq8837.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001141_seq8837.png,0.8192387223243713,0.7073663473129272,-0.11187237501144409
8847,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001143_seq8847.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001143_seq8847.png,0.8197547793388367,0.7491350173950195,-0.07061976194381714
8865,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001145_seq8865.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001145_seq8865.png,0.8177049160003662,0.751287579536438,-0.06641733646392822
8946,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001157_seq8946.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001157_seq8946.png,0.816154420375824,0.6605259776115417,-0.15562844276428223
8958,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001159_seq8958.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001159_seq8958.png,0.8183155059814453,0.773354709148407,-0.04496079683303833
8977,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001161_seq8977.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001161_seq8977.png,0.7388867735862732,0.8373264670372009,0.09843969345092773
8987,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_raw__frame_001163_seq8987.png,gs://teams-faces-data-test-2914-fake-4420-real-feb-28/fake/visomaster_enhanced_teams__frame_001163_seq8987.png,0.284505695104599,0.10653842240571976,-0.17796727269887924
