method,frame_uri,lap_var
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0011/frames/real/frame_0000.jpg,269.612044
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0011/frames/real/frame_0002.jpg,270.248170
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0011/frames/real/frame_0004.jpg,305.808245
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0011/frames/real/frame_0006.jpg,261.312299
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0011/frames/real/frame_0008.jpg,305.899144
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0011/frames/real/frame_0012.jpg,277.630417
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0012/frames/real/frame_0000.jpg,194.979952
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0012/frames/real/frame_0002.jpg,195.036059
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0012/frames/real/frame_0004.jpg,269.772619
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0012/frames/real/frame_0006.jpg,142.362045
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0012/frames/real/frame_0008.jpg,188.763709
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0012/frames/real/frame_0010.jpg,187.257160
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0012/frames/real/frame_0012.jpg,275.262537
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0012/frames/real/frame_0014.jpg,154.319041
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0016/frames/real/frame_0006.jpg,305.722040
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0016/frames/real/frame_0014.jpg,295.194465
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0022/frames/real/frame_0002.jpg,274.163568
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0022/frames/real/frame_0010.jpg,292.450118
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0031/frames/real/frame_0002.jpg,109.104034
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0031/frames/real/frame_0004.jpg,176.972983
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0031/frames/real/frame_0006.jpg,74.645488
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0031/frames/real/frame_0008.jpg,50.574662
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0031/frames/real/frame_0010.jpg,109.134612
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0031/frames/real/frame_0012.jpg,104.687574
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0031/frames/real/frame_0014.jpg,128.541918
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0000.jpg,76.230728
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0002.jpg,73.345096
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0004.jpg,75.667774
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0006.jpg,84.218275
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0008.jpg,79.518267
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0010.jpg,71.041278
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0012.jpg,76.331571
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0014.jpg,91.309347
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0004.jpg,136.577183
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0006.jpg,135.585094
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0008.jpg,128.594284
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0010.jpg,135.077399
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0012.jpg,143.636195
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0014.jpg,142.639635
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0037/frames/real/frame_0000.jpg,167.787817
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0037/frames/real/frame_0002.jpg,185.436109
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0037/frames/real/frame_0004.jpg,214.320378
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0037/frames/real/frame_0006.jpg,104.423003
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0037/frames/real/frame_0008.jpg,112.826322
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0037/frames/real/frame_0010.jpg,115.082720
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0037/frames/real/frame_0012.jpg,112.258919
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0042/frames/real/frame_0000.jpg,232.797673
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0042/frames/real/frame_0002.jpg,272.807624
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0042/frames/real/frame_0004.jpg,250.093544
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0042/frames/real/frame_0006.jpg,264.645527
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0042/frames/real/frame_0008.jpg,281.217867
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0042/frames/real/frame_0010.jpg,276.282915
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0042/frames/real/frame_0012.jpg,241.781926
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0042/frames/real/frame_0014.jpg,252.113660
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0045/frames/real/frame_0000.jpg,101.345974
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0045/frames/real/frame_0002.jpg,105.739931
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0045/frames/real/frame_0004.jpg,138.837713
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0045/frames/real/frame_0006.jpg,145.778330
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0045/frames/real/frame_0008.jpg,155.669631
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0045/frames/real/frame_0010.jpg,134.370051
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0045/frames/real/frame_0012.jpg,133.678771
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0045/frames/real/frame_0014.jpg,143.622636
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0046/frames/real/frame_0000.jpg,66.720768
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0046/frames/real/frame_0002.jpg,101.332914
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0046/frames/real/frame_0004.jpg,102.591005
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0046/frames/real/frame_0006.jpg,67.463113
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0046/frames/real/frame_0008.jpg,70.904490
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0046/frames/real/frame_0010.jpg,78.293214
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0046/frames/real/frame_0012.jpg,66.335562
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0046/frames/real/frame_0014.jpg,74.961737
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0048/frames/real/frame_0000.jpg,272.790845
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0048/frames/real/frame_0004.jpg,128.308095
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0048/frames/real/frame_0006.jpg,146.426664
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0048/frames/real/frame_0008.jpg,132.817141
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0048/frames/real/frame_0010.jpg,149.743421
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0048/frames/real/frame_0012.jpg,147.070802
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0048/frames/real/frame_0014.jpg,183.094161
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0049/frames/real/frame_0006.jpg,298.609722
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0049/frames/real/frame_0008.jpg,278.338675
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0049/frames/real/frame_0010.jpg,290.722746
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0049/frames/real/frame_0012.jpg,300.732920
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0050/frames/real/frame_0000.jpg,166.264392
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0050/frames/real/frame_0002.jpg,173.343855
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0050/frames/real/frame_0004.jpg,165.153225
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0050/frames/real/frame_0006.jpg,173.025151
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0050/frames/real/frame_0008.jpg,234.699853
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0050/frames/real/frame_0010.jpg,124.257266
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0050/frames/real/frame_0012.jpg,285.054974
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0053/frames/real/frame_0000.jpg,204.708353
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0053/frames/real/frame_0002.jpg,211.947916
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0053/frames/real/frame_0004.jpg,202.000812
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0053/frames/real/frame_0006.jpg,193.904346
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0053/frames/real/frame_0008.jpg,200.704866
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0053/frames/real/frame_0010.jpg,191.977553
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0053/frames/real/frame_0012.jpg,154.010514
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0053/frames/real/frame_0014.jpg,162.018132
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0054/frames/real/frame_0000.jpg,116.712731
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0054/frames/real/frame_0004.jpg,295.813689
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0054/frames/real/frame_0006.jpg,149.048010
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0054/frames/real/frame_0008.jpg,153.022928
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0054/frames/real/frame_0010.jpg,173.535059
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0054/frames/real/frame_0012.jpg,131.373507
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0054/frames/real/frame_0014.jpg,141.447594
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0062/frames/real/frame_0000.jpg,104.343063
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0062/frames/real/frame_0002.jpg,108.524941
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0062/frames/real/frame_0004.jpg,102.168601
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0062/frames/real/frame_0006.jpg,108.568189
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0062/frames/real/frame_0008.jpg,103.165886
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0062/frames/real/frame_0010.jpg,109.842576
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0062/frames/real/frame_0012.jpg,96.965769
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0062/frames/real/frame_0014.jpg,95.436998
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0063/frames/real/frame_0000.jpg,63.350108
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0063/frames/real/frame_0002.jpg,79.208074
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0063/frames/real/frame_0004.jpg,77.379978
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0063/frames/real/frame_0006.jpg,88.317680
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0063/frames/real/frame_0008.jpg,127.069060
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0063/frames/real/frame_0010.jpg,84.774239
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0063/frames/real/frame_0012.jpg,78.672030
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0063/frames/real/frame_0014.jpg,80.914639
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0064/frames/real/frame_0000.jpg,104.716735
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0064/frames/real/frame_0002.jpg,110.771691
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0064/frames/real/frame_0004.jpg,110.518411
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0064/frames/real/frame_0006.jpg,115.064710
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0064/frames/real/frame_0008.jpg,133.692760
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0064/frames/real/frame_0010.jpg,131.323048
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0064/frames/real/frame_0012.jpg,134.359928
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0064/frames/real/frame_0014.jpg,121.322329
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0066/frames/real/frame_0000.jpg,91.020327
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0066/frames/real/frame_0002.jpg,92.275681
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0066/frames/real/frame_0004.jpg,85.898764
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0066/frames/real/frame_0006.jpg,84.904772
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0066/frames/real/frame_0008.jpg,88.902668
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0066/frames/real/frame_0010.jpg,88.035161
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0066/frames/real/frame_0012.jpg,89.802659
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0066/frames/real/frame_0014.jpg,80.149110
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0067/frames/real/frame_0000.jpg,164.628497
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0067/frames/real/frame_0002.jpg,172.307673
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0067/frames/real/frame_0004.jpg,156.405920
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0067/frames/real/frame_0006.jpg,304.358542
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0067/frames/real/frame_0008.jpg,270.237346
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0067/frames/real/frame_0010.jpg,199.628171
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0067/frames/real/frame_0012.jpg,276.740999
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0067/frames/real/frame_0014.jpg,245.225143
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0072/frames/real/frame_0002.jpg,283.274528
deeplive_teams_edge_cases,gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0072/frames/real/frame_0008.jpg,282.849236
