ckpt,cohort,n,mean,p10,p50,p90,std
T3_SLOT2_step3500,DOR_REAL_DEV,50,0.6167368012666702,0.2550652459263802,0.6274582743644714,0.9672603666782379,0.2705186283601183
T3_SLOT2_step3500,DOR_FAKE_DEV,78,0.455904233818635,0.21516817808151245,0.4172659367322922,0.7702856242656707,0.21810328013798938
T3_SLOT2_step3500,DOR_REAL_LOCKBOX,100,0.330521130412817,0.03640059716999531,0.30084381997585297,0.7230111420154572,0.2595013353324765
T3_SLOT2_step3500,NON_DOR_REAL_DEV,80,0.20007560188532808,0.004818377597257495,0.02140104491263628,0.8450127601623544,0.3216114311272751
T3_SLOT2_step3500,NON_DOR_FAKE_DEV,80,0.7965523775434121,0.3309809863567353,0.9878448247909546,0.9958377182483673,0.3005963820737015
T3_SLOT2_step4500,DOR_REAL_DEV,50,0.6416050446033478,0.2474222555756569,0.668419599533081,0.9745234489440918,0.278090275834227
T3_SLOT2_step4500,DOR_FAKE_DEV,78,0.4593714257367911,0.1963656023144722,0.4063895493745804,0.7971965491771698,0.23545522169923747
T3_SLOT2_step4500,DOR_REAL_LOCKBOX,100,0.4012396997958422,0.04566421397030354,0.38134388625621796,0.8471833288669588,0.2916838806858891
T3_SLOT2_step4500,NON_DOR_REAL_DEV,80,0.22551242906192784,0.004330399353057146,0.026848499663174152,0.9310038626194003,0.34110261252632806
T3_SLOT2_step4500,NON_DOR_FAKE_DEV,80,0.8200423298578243,0.3506066590547562,0.9921921491622925,0.9963114619255066,0.29234885127621874
