pool,axis,n,p10,p50,p90,mean,std
train_df40_real_celeb_real,lap_var,500,8.011918306350708,12.772772312164307,37.44321098327637,18.435909754753112,14.815433960605336
train_df40_real_celeb_real,min_dim,500,224.0,224.0,224.0,224.0,0.0
train_df40_real_celeb_real,luma_mean,500,89.45009078979493,113.71184539794922,153.21985626220706,117.49910597229004,25.10832878685747
train_df40_real_celeb_real,color_b_dev,500,10.788131523132325,13.152822017669678,18.32058563232422,13.837442825317384,3.2310550254218287
train_df40_real_celeb_real,edge_mag,500,21.454240608215333,28.40727138519287,37.91223678588867,29.203946161270142,6.290905523993339
train_df40_real_celeb_real,skin_frac,500,0.6232421875,0.7410514987244898,0.9552574936224489,0.7646414221938774,0.13369791385333168
train_df40_real_faceforensics,lap_var,500,23.513166999816896,49.94676971435547,110.72056274414062,58.942268341064455,37.892953424828406
train_df40_real_faceforensics,min_dim,500,224.0,224.0,224.0,224.0,0.0
train_df40_real_faceforensics,luma_mean,500,108.58109130859376,132.9819564819336,171.82203674316406,137.01713677978515,23.533309880729238
train_df40_real_faceforensics,color_b_dev,500,7.039092540740967,14.017508029937744,21.748967552185057,14.383933711051942,4.920888081404416
train_df40_real_faceforensics,edge_mag,500,33.25642471313476,40.10732078552246,51.30944175720215,40.76750544166565,6.807034396271536
train_df40_real_faceforensics,skin_frac,500,0.5278101084183674,0.6150948660714286,0.9168028539540817,0.6707912547831633,0.14945839626076404
train_df40_real_youtube_real,lap_var,500,6.9045370578765874,21.59705638885498,58.80741271972658,26.742156125068664,21.92218639096653
train_df40_real_youtube_real,min_dim,500,224.0,224.0,224.0,224.0,0.0
train_df40_real_youtube_real,luma_mean,500,88.59807052612305,121.82129669189453,171.1480667114258,127.53052310180664,28.75016419699255
train_df40_real_youtube_real,color_b_dev,500,6.281030941009521,13.888173580169678,23.560023117065434,14.112258421897888,5.954450367374191
train_df40_real_youtube_real,edge_mag,500,23.49822158813477,30.887707710266113,41.08425102233887,32.224405151367186,7.400005911843214
train_df40_real_youtube_real,skin_frac,500,0.49467474489795915,0.6242327008928571,0.9352618781887755,0.651266581632653,0.189242725000808
train_df40_simswap,lap_var,500,24.564644241333013,49.0550537109375,97.2892402648926,54.171051624298094,27.633759103895166
train_df40_simswap,min_dim,500,224.0,224.0,224.0,224.0,0.0
train_df40_simswap,luma_mean,500,109.15262451171876,142.53376007080078,180.5439437866211,145.81462753295898,27.449413955442488
train_df40_simswap,color_b_dev,500,9.67197494506836,16.47326374053955,29.333855438232423,18.654874089241027,8.853129981204924
train_df40_simswap,edge_mag,500,29.819043731689455,41.914804458618164,54.58014488220215,42.128040924072266,8.545483751834254
train_df40_simswap,skin_frac,500,0.4766123246173469,0.6719148596938775,0.9126375159438775,0.6856805245535714,0.17776787790590315
train_df40_uniface,lap_var,500,26.81607551574707,50.256113052368164,139.4653640747071,69.60694618225098,52.25797842146927
train_df40_uniface,min_dim,500,224.0,224.0,224.0,224.0,0.0
train_df40_uniface,luma_mean,500,109.69666442871093,133.45262908935547,171.85174713134765,137.07312477111816,22.051250216499835
train_df40_uniface,color_b_dev,500,6.212948369979858,15.459402561187744,20.062541580200197,14.627470819473267,5.009848102391168
train_df40_uniface,edge_mag,500,36.770751571655275,42.0305118560791,54.2688491821289,44.84409271621704,10.224987532933447
train_df40_uniface,skin_frac,500,0.41056281887755103,0.6079898756377551,0.8553491709183674,0.6159032206632653,0.16212304976574046
train_teams_fake_pool,lap_var,500,10.338938999176026,26.72684383392334,246.13611602783203,115.38388239383697,305.9779401542676
train_teams_fake_pool,min_dim,500,175.9,327.5,414.0,311.894,90.98915739801089
train_teams_fake_pool,luma_mean,500,133.1889190673828,152.59464263916016,184.31827545166016,156.61694580078125,20.94731490805726
train_teams_fake_pool,color_b_dev,500,7.072770357131958,11.642355918884277,18.55366439819337,12.719363936424255,5.560151656826369
train_teams_fake_pool,edge_mag,500,21.117478561401366,28.62813663482666,47.560577774047864,31.36259663963318,11.198675973328385
train_teams_fake_pool,skin_frac,500,0.42674028959608407,0.6514576557350771,0.9022055322637479,0.6501076201430955,0.1917270923192423
train_teams_real_pool,lap_var,500,68.24002685546876,203.30960845947266,704.8302368164065,312.2112711677551,282.4666791890727
train_teams_real_pool,min_dim,500,142.70000000000002,232.0,384.20000000000005,239.254,85.52053252874424
train_teams_real_pool,luma_mean,500,127.55571594238282,155.2185287475586,185.03301391601562,154.51410317993165,21.253360414969208
train_teams_real_pool,color_b_dev,500,7.284328031539918,13.727334022521973,23.73746891021729,14.083466022968292,5.934656601080531
train_teams_real_pool,edge_mag,500,29.541842651367187,42.71359634399414,68.78445587158204,44.50769917678833,16.01109205425759
train_teams_real_pool,skin_frac,500,0.2600282351734173,0.6014870599111356,0.7994954764206654,0.5585501542176347,0.1846525108392709
