identity_id,base_capture_id,source,clean_bucket,clean_prefix,clean_real_frame_count,teams_bucket,teams_prefix,teams_real_frame_count,notes
WRA_DianeBlack1,HDTF20260416_00055,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00055/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00055/frames/real/,16,
WRA_JoeHeck1,HDTF20260416_00056,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00056/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00056/frames/real/,16,
WRA_RichardShelby,HDTF20260416_00057,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00057/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00057/frames/real/,16,
WRA_RogerWicker1,HDTF20260416_00058,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00058/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00058/frames/real/,16,
WDA_JackReed0,HDTF20260416_00065,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00065/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00065/frames/real/,16,
WRA_MarcoRubio,HDTF20260416_00071,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00071/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00071/frames/real/,16,
RD_Radio29,HDTF20260416_00074,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00074/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00074/frames/real/,16,
RD_Radio36,HDTF20260416_00075,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00075/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00075/frames/real/,16,
RD_Radio53,HDTF20260416_00076,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00076/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00076/frames/real/,16,
WDA_AmyKlobuchar1,HDTF20260416_00077,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00077/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00077/frames/real/,16,
WDA_BobCasey1,HDTF20260416_00078,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00078/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00078/frames/real/,16,
WDA_LucyMcBath,HDTF20260416_00080,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00080/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00080/frames/real/,16,
WRA_CoryGardner0,HDTF20260416_00083,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00083/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00083/frames/real/,16,
WRA_DebFischer1,HDTF20260416_00084,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00084/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00084/frames/real/,16,
WRA_ErikPaulsen,HDTF20260416_00085,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00085/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00085/frames/real/,16,
WRA_RogerWicker2,HDTF20260416_00088,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00088/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00088/frames/real/,16,
WDA_StenyHoyer,HDTF20260416_00094,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00094/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00094/frames/real/,16,
WDA_ZoeLofgren,HDTF20260416_00095,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00095/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00095/frames/real/,16,
WRA_AllenWest,HDTF20260416_00096,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00096/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00096/frames/real/,16,
WRA_DebFischer0,HDTF20260416_00097,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00097/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00097/frames/real/,16,
WRA_JohnBoehner1,HDTF20260416_00099,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00099/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00099/frames/real/,16,
WRA_JoniErnst1,HDTF20260416_00100,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00100/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00100/frames/real/,16,
WRA_MarkwayneMullin,HDTF20260416_00101,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00101/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00101/frames/real/,16,
WDA_TimWalz,HDTF20260416_00112,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00112/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00112/frames/real/,16,
WRA_JoePitts,HDTF20260416_00115,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00115/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00115/frames/real/,16,
WRA_RobPortman,HDTF20260416_00118,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00118/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00118/frames/real/,16,
WDA_ElijahCummings,HDTF20260416_00123,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00123/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00123/frames/real/,16,
WDA_VeronicaEscobar0,HDTF20260416_00127,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00127/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00127/frames/real/,16,
WRA_JaimeHerreraBeutler0,HDTF20260416_00130,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00130/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00130/frames/real/,16,
WRA_PaulRyan1,HDTF20260416_00133,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00133/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00133/frames/real/,16,
RD_Radio13,HDTF20260416_00134,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00134/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00134/frames/real/,16,
WDA_ChuckSchumer1,HDTF20260416_00137,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00137/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00137/frames/real/,16,
WDA_JoaquinCastro,HDTF20260416_00139,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00139/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00139/frames/real/,16,
WDA_LloydDoggett0,HDTF20260416_00140,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00140/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00140/frames/real/,16,
WDA_PeterDeFazio,HDTF20260416_00141,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00141/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00141/frames/real/,16,
WDA_RichardNeal0,HDTF20260416_00142,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00142/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00142/frames/real/,16,
WDA_TammyBaldwin1,HDTF20260416_00143,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00143/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00143/frames/real/,16,
WRA_JohnKasich1,HDTF20260416_00144,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00144/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00144/frames/real/,16,
WRA_PeteHoekstra,HDTF20260416_00147,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00147/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00147/frames/real/,16,
RD_Radio2,HDTF20260416_00148,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00148/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00148/frames/real/,16,
RD_Radio41,HDTF20260416_00149,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00149/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00149/frames/real/,16,
RD_Radio8,HDTF20260416_00151,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00151/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00151/frames/real/,16,
WDA_AndyKim,HDTF20260416_00152,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00152/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00152/frames/real/,16,
WDA_BarbaraLee1,HDTF20260416_00153,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00153/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00153/frames/real/,16,
WDA_CedricRichmond,HDTF20260416_00156,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00156/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00156/frames/real/,16,
WDA_ChrisCoons,HDTF20260416_00157,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00157/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00157/frames/real/,16,
WDA_ChrisMurphy1,HDTF20260416_00158,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00158/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00158/frames/real/,16,
WDA_DebbieWassermanSchultz,HDTF20260416_00159,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00159/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00159/frames/real/,16,
WDA_DonaldMcEachin,HDTF20260416_00160,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00160/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00160/frames/real/,16,
WDA_DonnaShalala1,HDTF20260416_00161,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00161/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00161/frames/real/,16,
WDA_HillaryClinton,HDTF20260416_00162,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00162/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00162/frames/real/,16,
WDA_JoeCrowley0,HDTF20260416_00163,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00163/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00163/frames/real/,16,
WDA_JoeManchin,HDTF20260416_00164,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00164/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00164/frames/real/,16,
WDA_JohnSarbanes1,HDTF20260416_00165,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00165/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00165/frames/real/,16,
WDA_KarenBass,HDTF20260416_00166,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00166/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00166/frames/real/,16,
WDA_LaurenUnderwood,HDTF20260416_00167,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00167/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00167/frames/real/,16,
WDA_LisaBluntRochester,HDTF20260416_00168,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00168/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00168/frames/real/,16,
WDA_MichaelBennet,HDTF20260416_00169,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00169/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00169/frames/real/,16,
WDA_MichelleLujanGrisham,HDTF20260416_00170,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00170/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00170/frames/real/,16,
WDA_NancyPelosi3,HDTF20260416_00171,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00171/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00171/frames/real/,16,
WDA_PeterDeFazio,HDTF20260416_00172,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00172/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00172/frames/real/,16,
WDA_ScottPeters1,HDTF20260416_00173,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00173/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00173/frames/real/,16,
WDA_SheldonWhitehouse1,HDTF20260416_00174,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00174/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00174/frames/real/,16,
WDA_TammyBaldwin1,HDTF20260416_00175,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00175/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00175/frames/real/,16,
WDA_TomUdall,HDTF20260416_00176,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00176/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00176/frames/real/,16,
WRA_CarlyFiorina0,HDTF20260416_00177,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00177/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00177/frames/real/,16,
WRA_EricCantor,HDTF20260416_00178,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00178/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00178/frames/real/,16,
WRA_GeorgeLeMieux,HDTF20260416_00179,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00179/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00179/frames/real/,16,
WRA_JebHensarling0,HDTF20260416_00180,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00180/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00180/frames/real/,16,
WRA_JebHensarling2,HDTF20260416_00181,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00181/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00181/frames/real/,16,
WRA_JimRisch,HDTF20260416_00182,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00182/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00182/frames/real/,16,
WRA_JohnKasich1,HDTF20260416_00183,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00183/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00183/frames/real/,16,
WRA_KayBaileyHutchison,HDTF20260416_00184,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00184/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00184/frames/real/,16,
WRA_KevinMcCarthy0,HDTF20260416_00185,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00185/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00185/frames/real/,16,
WRA_LamarAlexander0,HDTF20260416_00186,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00186/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00186/frames/real/,16,
WRA_NanHayworth,HDTF20260416_00187,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00187/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00187/frames/real/,16,
WRA_PeteHoekstra,HDTF20260416_00188,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00188/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00188/frames/real/,16,
WRA_RogerWicker0,HDTF20260416_00189,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00189/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00189/frames/real/,16,
WRA_SteveDaines0,HDTF20260416_00190,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00190/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00190/frames/real/,16,
WRA_TomPrice,HDTF20260416_00191,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00191/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00191/frames/real/,16,
RD_Radio35,HDTF20260416_00192,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00192/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00192/frames/real/,16,
RD_Radio57,HDTF20260416_00193,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00193/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00193/frames/real/,16,
WDA_AdamSmith,HDTF20260416_00194,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00194/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00194/frames/real/,16,
WDA_BernieSanders,HDTF20260416_00195,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00195/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00195/frames/real/,16,
WDA_BillRichardson,HDTF20260416_00196,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00196/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00196/frames/real/,16,
WDA_DebbieDingell0,HDTF20260416_00197,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00197/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00197/frames/real/,16,
WDA_DianaDeGette1,HDTF20260416_00198,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00198/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00198/frames/real/,16,
WDA_JackReed0,HDTF20260416_00199,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00199/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00199/frames/real/,16,
WDA_VeronicaEscobar0,HDTF20260416_00200,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00200/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00200/frames/real/,16,
WRA_DuncanHunter,HDTF20260416_00201,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00201/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00201/frames/real/,16,
WRA_JohnBarrasso0,HDTF20260416_00202,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00202/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00202/frames/real/,16,
WDA_ChrisCoons1,HDTF20260416_00208,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00208/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00208/frames/real/,16,
WDA_DebbieDingell1,HDTF20260416_00210,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00210/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00210/frames/real/,16,
WDA_EricSwalwell,HDTF20260416_00211,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00211/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00211/frames/real/,16,
WDA_HakeemJeffries,HDTF20260416_00212,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00212/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00212/frames/real/,16,
WDA_HenryWaxman,HDTF20260416_00213,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00213/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00213/frames/real/,16,
WRA_CoryGardner,HDTF20260416_00217,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00217/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00217/frames/real/,16,
WRA_RichardShelby,HDTF20260416_00221,hdtf_visomaster_teams,hdtf_visomaster_cropped_frames,samples/HDTF20260416_00221/frames/real/,16,hdtf_visomaster_cropped_frames_teams,samples/HDTF20260416_00221/frames/real/,16,
