method,label,video_id,avg_video_prob,prediction,is_correct,group_key,family_key
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_148.0__fake,0.75327322,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_149.0__fake,0.78314608,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_15.0__fake,0.80556536,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_150.0__fake,0.76875696,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_151.0__fake,0.80468345,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_152.0__fake,0.83789000,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_153.0__fake,0.81352890,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_154.0__fake,0.82613647,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_155.0__fake,0.85986835,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_156.0__fake,0.78869185,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_157.0__fake,0.83636382,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_158.0__fake,0.81294519,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_159.0__fake,0.78846341,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_16.0__fake,0.66229239,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_162.0__fake,0.78633535,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_163.0__fake,0.77391803,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_164.0__fake,0.79703394,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_165.0__fake,0.83482677,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_166.0__fake,0.86585820,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_167.0__fake,0.70974764,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_168.0__fake,0.80550128,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_169.0__fake,0.80312306,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_17.0__fake,0.66963935,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_170.0__fake,0.77378404,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_171.0__fake,0.69832820,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_175.0__fake,0.83350533,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_178.0__fake,0.82666820,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_179.0__fake,0.75405252,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_18.0__fake,0.78958178,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_180.0__fake,0.67199332,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_181.0__fake,0.85547340,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_182.0__fake,0.74922132,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_183.0__fake,0.78220472,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_184.0__fake,0.77594024,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_185.0__fake,0.75851759,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_186.0__fake,0.67615089,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_187.0__fake,0.74790519,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_188.0__fake,0.76610422,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_189.0__fake,0.72822925,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_19.0__fake,0.82283217,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_190.0__fake,0.72475958,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_191.0__fake,0.77687383,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_192.0__fake,0.77225712,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_193.0__fake,0.75091299,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_194.0__fake,0.76895788,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_195.0__fake,0.81396919,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_198.0__fake,0.85831046,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_199.0__fake,0.87352532,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_2.0__fake,0.68393844,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_200.0__fake,0.81746867,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_202.0__fake,0.84790811,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_203.0__fake,0.82938722,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_204.0__fake,0.60623774,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_22.0__fake,0.75741565,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_23.0__fake,0.83344746,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_24.0__fake,0.78353447,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_25.0__fake,0.85193217,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_26.0__fake,0.69221213,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_27.0__fake,0.73518166,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_28.0__fake,0.82035702,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_29.0__fake,0.81718430,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_3.0__fake,0.70932671,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_30.0__fake,0.83441585,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_31.0__fake,0.68024504,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_32.0__fake,0.81988257,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_33.0__fake,0.79280326,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_34.0__fake,0.83910674,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_35.0__fake,0.76087347,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_36.0__fake,0.67288908,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_37.0__fake,0.52069592,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_38.0__fake,0.84685847,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_39.0__fake,0.82410792,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_4.0__fake,0.69866133,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_40.0__fake,0.84394732,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_41.0__fake,0.77655298,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_42.0__fake,0.75678363,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_43.0__fake,0.80648392,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_44.0__fake,0.81802467,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_45.0__fake,0.81204975,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_46.0__fake,0.81174719,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_47.0__fake,0.80079120,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_49.0__fake,0.83285874,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_5.0__fake,0.62959099,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_50.0__fake,0.68391699,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_51.0__fake,0.65689290,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_52.0__fake,0.77858579,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_53.0__fake,0.80842501,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_54.0__fake,0.83111092,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_55.0__fake,0.84195811,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_56.0__fake,0.81445479,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_57.0__fake,0.71540466,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_58.0__fake,0.66468608,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_59.0__fake,0.66623309,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_6.0__fake,0.63360313,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_60.0__fake,0.63508201,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_61.0__fake,0.71678758,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_62.0__fake,0.78253400,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_63.0__fake,0.78186435,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_64.0__fake,0.75717521,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_65.0__fake,0.72113082,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_66.0__fake,0.85327822,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_67.0__fake,0.84835505,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_68.0__fake,0.85023594,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_69.0__fake,0.82954708,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_70.0__fake,0.63342378,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_71.0__fake,0.86771822,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_72.0__fake,0.83117115,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_73.0__fake,0.68742356,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_74.0__fake,0.77768981,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_75.0__fake,0.82909983,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_76.0__fake,0.72620663,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_77.0__fake,0.79590103,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_78.0__fake,0.75269234,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_79.0__fake,0.62026852,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_8.0__fake,0.77278152,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_80.0__fake,0.78518716,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_81.0__fake,0.77580833,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_82.0__fake,0.74240372,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_83.0__fake,0.76012042,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_84.0__fake,0.79308712,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_85.0__fake,0.79207599,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_86.0__fake,0.76180345,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_87.0__fake,0.63172442,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_88.0__fake,0.81948629,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_89.0__fake,0.74727651,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_9.0__fake,0.77528122,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_90.0__fake,0.82079256,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_91.0__fake,0.87377512,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_92.0__fake,0.80641574,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_93.0__fake,0.79010987,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_94.0__fake,0.81325614,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_95.0__fake,0.78178149,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_96.0__fake,0.76728809,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_97.0__fake,0.71017975,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_98.0__fake,0.74735826,1,1,unknown_fake,unknown_fake
teams_capture_cam_test_s33,1,Cam_Test__s33__seg_99.0__fake,0.64124897,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1507.4__fake,0.82655245,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1508.4__fake,0.79634362,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1509.4__fake,0.77529866,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1510.4__fake,0.83674628,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1511.4__fake,0.82175231,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1512.4__fake,0.69143826,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1513.4__fake,0.77672446,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1514.4__fake,0.83046573,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1515.4__fake,0.86353153,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1516.4__fake,0.86210427,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1517.4__fake,0.84884870,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1518.4__fake,0.89051521,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1519.4__fake,0.85813785,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1520.4__fake,0.80227719,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1521.4__fake,0.82336864,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1523.4__fake,0.84159029,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1524.4__fake,0.89282143,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1525.4__fake,0.85369945,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1526.4__fake,0.78669691,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1527.4__fake,0.69367260,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1528.4__fake,0.76441598,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1529.4__fake,0.88432771,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1530.4__fake,0.88148272,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1531.4__fake,0.86981010,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1532.4__fake,0.87039989,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1533.4__fake,0.86139578,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1535.4__fake,0.88432485,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1536.4__fake,0.89598387,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1537.4__fake,0.90054488,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1538.4__fake,0.87767261,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1539.4__fake,0.88678569,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1540.4__fake,0.87323725,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1541.4__fake,0.87782437,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1542.4__fake,0.87737006,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1543.4__fake,0.88446403,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1544.4__fake,0.86089081,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1545.4__fake,0.85377377,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1547.4__fake,0.89230907,1,1,unknown_fake,unknown_fake
teams_capture_pc_generator_s15,1,PC_Generator__s15__seg_1548.4__fake,0.86247000,1,1,unknown_fake,unknown_fake
